Time (h),Batch ID,Penicillin concentration(P:g/L),pH(pH:pH),Temperature(T:K)
53.0,20,4.8025,6.4936,297.91
53.2,20,4.836,6.4911,298.19
53.4,20,4.8694,6.4924,298.14
53.6,20,4.9028,6.4944,298.08
53.8,20,4.9363,6.4972,298.03
54.0,20,4.9697,6.5009,297.99
54.2,20,5.0033,6.5039,297.97
54.4,20,5.0369,6.5049,297.95
54.6,20,5.0706,6.5063,297.94
54.8,20,5.1043,6.5049,298.14
55.0,20,5.1381,6.5011,298.11
55.2,20,5.1719,6.4973,298.07
55.4,20,5.2058,6.4963,298.03
55.6,20,5.2397,6.4964,298.0
55.8,20,5.2737,6.4986,297.98
56.0,20,5.3072,6.501,297.96
56.2,20,5.3402,6.5027,297.96
56.4,20,5.3732,6.504,297.96
56.6,20,5.4064,6.5053,297.96
56.8,20,5.4398,6.505,297.95
57.0,20,5.4729,6.5022,297.95
57.2,20,5.5062,6.4988,297.96
57.4,20,5.5397,6.4982,297.95
57.6,20,5.5732,6.5011,297.95
57.8,20,5.6066,6.5017,297.96
58.0,20,5.6399,6.5014,297.96
58.2,20,5.6732,6.5018,297.97
58.4,20,5.7062,6.5021,297.99
58.6,20,5.7396,6.5015,297.99
58.8,20,5.7731,6.501,298.0
59.0,20,5.8067,6.5013,298.0
59.2,20,5.8404,6.5013,298.01
59.4,20,5.874,6.5003,298.01
59.6,20,5.9079,6.4992,298.02
59.8,20,5.9422,6.4968,298.02
60.0,20,5.9765,6.4948,298.02
60.2,20,6.0103,6.4946,298.03
60.4,20,6.0437,6.4949,298.03
60.6,20,6.0771,6.4976,298.04
60.8,20,6.1105,6.5003,298.04
61.0,20,6.1441,6.5025,298.05
61.2,20,6.1779,6.5056,298.05
61.4,20,6.2121,6.5081,298.05
61.6,20,6.2462,6.5105,298.04
61.8,20,6.28,6.5108,298.04
62.0,20,6.314,6.5088,298.05
62.2,20,6.3478,6.507,298.05
62.4,20,6.3819,6.5048,298.05
62.6,20,6.4163,6.4992,298.05
62.8,20,6.451,6.4953,298.05
63.0,20,6.4854,6.4956,298.05
63.2,20,6.5199,6.4969,298.06
63.4,20,6.5545,6.4992,298.06
63.6,20,6.5891,6.5014,298.05
63.8,20,6.6238,6.5028,298.05
64.0,20,6.6587,6.5028,298.04
64.2,20,6.6936,6.5013,298.04
64.4,20,6.7284,6.4993,298.03
64.6,20,6.7629,6.5002,298.02
64.8,20,6.7973,6.501,298.0
65.0,20,6.8319,6.5027,297.98
65.2,20,6.8669,6.5023,297.96
65.4,20,6.9018,6.5001,297.95
65.6,20,6.9367,6.4989,297.95
65.8,20,6.9715,6.4983,298.11
66.0,20,7.0064,6.4962,298.11
66.2,20,7.0413,6.4961,298.09
66.4,20,7.0759,6.4991,298.06
66.6,20,7.1107,6.4997,298.05
66.8,20,7.1453,6.5001,298.03
67.0,20,7.1796,6.501,298.02
67.2,20,7.2139,6.5024,298.0
67.4,20,7.248,6.5045,297.98
67.6,20,7.2821,6.5048,297.97
67.8,20,7.3159,6.5047,297.95
68.0,20,7.3493,6.5047,298.07
68.2,20,7.3826,6.5047,298.06
68.4,20,7.4156,6.5046,298.04
68.6,20,7.4489,6.503,298.03
68.8,20,7.482,6.5004,298.02
69.0,20,7.5151,6.4982,298.0
69.2,20,7.5483,6.4987,297.99
69.4,20,7.581,6.4991,297.97
69.6,20,7.6137,6.4985,297.95
69.8,20,7.6463,6.4992,298.03
70.0,20,7.6786,6.4997,298.01
70.2,20,7.7115,6.4979,298.0
70.4,20,7.7443,6.4981,297.98
70.6,20,7.7771,6.4971,297.97
70.8,20,7.8102,6.4957,297.97
71.0,20,7.8432,6.495,297.97
71.2,20,7.8759,6.4969,297.96
71.4,20,7.9078,6.4993,297.94
71.6,20,7.9395,6.5011,297.98
71.8,20,7.9714,6.5008,297.97
72.0,20,8.0033,6.4973,297.95
72.2,20,8.0355,6.4949,297.95
72.4,20,8.0676,6.4949,297.96
72.6,20,8.0995,6.4958,297.95
72.8,20,8.131,6.4961,297.94
73.0,20,8.1624,6.5004,297.96
73.2,20,8.1942,6.5008,297.95
73.4,20,8.2261,6.5009,297.99
73.6,20,8.2577,6.5004,297.98
73.8,20,8.2894,6.5002,297.96
74.0,20,8.3211,6.5018,297.95
74.2,20,8.3526,6.5007,297.94
74.4,20,8.3841,6.4998,297.96
74.6,20,8.4157,6.4997,297.95
74.8,20,8.4468,6.5,297.94
75.0,20,8.4783,6.5023,297.96
75.2,20,8.5178,6.5085,298.03
75.4,20,8.5573,6.5142,298.08
75.6,20,8.5971,6.5175,298.13
75.8,20,8.6375,6.5177,298.18
76.0,20,8.6781,6.5147,298.21
76.2,20,8.7199,6.4996,298.28
76.4,20,8.761,6.4864,298.35
76.6,20,8.8015,6.476,298.4
76.8,20,8.842,6.4735,298.43
77.0,20,8.8826,6.4764,298.43
77.2,20,8.9231,6.4815,298.41
77.4,20,8.9642,6.4893,298.4
77.6,20,9.0047,6.4972,298.39
77.8,20,9.045,6.5045,298.38
78.0,20,9.0852,6.51,298.37
78.2,20,9.1255,6.514,298.35
78.4,20,9.1659,6.5139,298.34
78.6,20,9.2065,6.5132,298.33
78.8,20,9.2468,6.5084,298.32
79.0,20,9.2871,6.504,298.29
79.2,20,9.3276,6.5003,298.28
79.4,20,9.3689,6.4978,298.28
79.6,20,9.4105,6.4961,298.29
79.8,20,9.4522,6.4947,298.31
80.0,20,9.4938,6.4979,298.32
80.2,20,9.5305,6.5129,298.3
80.4,20,9.5667,6.5248,298.28
80.6,20,9.6035,6.5312,298.25
80.8,20,9.6404,6.5285,298.24
81.0,20,9.677,6.5217,298.19
81.2,20,9.7133,6.5076,298.17
81.4,20,9.7495,6.4906,298.17
81.6,20,9.7858,6.4773,298.16
81.8,20,9.8222,6.4677,298.15
82.0,20,9.8579,6.4679,298.12
82.2,20,9.8933,6.474,298.1
82.4,20,9.9279,6.4826,298.08
82.6,20,9.963,6.4917,298.05
82.8,20,9.9976,6.504,298.04
83.0,20,10.032,6.5176,298.03
83.2,20,10.068,6.526,298.05
83.4,20,10.103,6.5352,298.06
83.6,20,10.139,6.5362,298.06
83.8,20,10.176,6.5293,298.07
84.0,20,10.213,6.5155,298.06
84.2,20,10.25,6.4995,298.05
84.4,20,10.287,6.4862,298.06
84.6,20,10.325,6.4781,298.07
84.8,20,10.362,6.4784,298.06
85.0,20,10.398,6.4856,298.06
85.2,20,10.434,6.4974,298.06
85.4,20,10.47,6.5072,298.05
85.6,20,10.506,6.5135,298.07
85.8,20,10.543,6.5138,298.08
86.0,20,10.579,6.5112,298.12
86.2,20,10.616,6.5061,298.14
86.4,20,10.653,6.5031,298.19
86.6,20,10.69,6.4986,298.2
86.8,20,10.727,6.498,298.23
87.0,20,10.763,6.5012,298.25
87.2,20,10.799,6.5035,298.27
87.4,20,10.835,6.5034,298.31
87.6,20,10.872,6.5042,298.34
87.8,20,10.908,6.5045,298.35
88.0,20,10.945,6.5033,298.41
88.2,20,10.982,6.5025,298.43
88.4,20,11.018,6.5017,298.47
88.6,20,11.054,6.503,298.49
88.8,20,11.09,6.5047,298.54
89.0,20,11.126,6.5058,298.58
89.2,20,11.162,6.5064,298.61
89.4,20,11.199,6.5047,298.63
89.6,20,11.235,6.496,298.6
89.8,20,11.27,6.4872,298.54
90.0,20,11.305,6.4807,298.46
90.2,20,11.34,6.4801,298.32
90.4,20,11.374,6.4866,298.21
90.6,20,11.41,6.4935,298.15
90.8,20,11.445,6.504,298.08
91.0,20,11.48,6.5103,298.01
91.2,20,11.516,6.5126,297.93
91.4,20,11.552,6.5129,299.7
91.6,20,11.59,6.5113,299.65
91.8,20,11.628,6.5073,299.47
92.0,20,11.666,6.5026,299.28
92.2,20,11.704,6.5013,299.05
92.4,20,11.741,6.4998,298.84
92.6,20,11.779,6.4993,298.63
92.8,20,11.816,6.5014,298.39
93.0,20,11.855,6.5014,298.19
93.2,20,11.894,6.5025,297.98
93.4,20,11.932,6.5025,297.81
93.6,20,11.97,6.5034,299.22
93.8,20,12.009,6.5025,299.14
94.0,20,12.047,6.4992,298.95
94.2,20,12.086,6.4976,298.76
94.4,20,12.125,6.4963,298.56
94.6,20,12.164,6.4979,298.41
94.8,20,12.203,6.4969,298.3
95.0,20,12.242,6.4974,298.17
95.2,20,12.28,6.5011,298.03
95.4,20,12.318,6.5042,297.92
95.6,20,12.356,6.5057,298.99
95.8,20,12.395,6.5066,298.91
96.0,20,12.433,6.5084,298.78
96.2,20,12.472,6.5072,298.64
96.4,20,12.51,6.5062,298.51
96.6,20,12.547,6.5052,298.4
96.8,20,12.585,6.5029,298.3
97.0,20,12.624,6.5012,298.2
97.2,20,12.662,6.4981,298.13
97.4,20,12.701,6.4951,298.07
97.6,20,12.739,6.4964,298.0
97.8,20,12.777,6.4996,297.91
98.0,20,12.816,6.5008,298.74
98.2,20,12.854,6.4983,298.68
98.4,20,12.892,6.4973,298.54
98.6,20,12.93,6.4969,298.42
98.8,20,12.968,6.4973,298.3
99.0,20,13.005,6.4932,298.21
99.2,20,13.044,6.4889,298.14
99.4,20,13.081,6.4897,298.07
99.6,20,13.119,6.4935,298.01
99.8,20,13.157,6.4959,297.96
100.0,20,13.196,6.4977,297.92
100.2,20,13.234,6.5299,298.49
100.4,20,13.274,6.5527,298.5
100.6,20,13.315,6.5463,298.47
100.8,20,13.357,6.5298,298.42
101.0,20,13.4,6.5063,298.39
101.2,20,13.442,6.4829,298.34
101.4,20,13.485,6.4661,298.29
101.6,20,13.528,6.4604,298.25
101.8,20,13.57,6.4678,298.21
102.0,20,13.612,6.4819,298.18
102.2,20,13.655,6.4736,298.14
102.4,20,13.698,6.4735,298.1
102.6,20,13.74,6.482,298.06
102.8,20,13.782,6.4925,298.02
103.0,20,13.824,6.5018,297.98
103.2,20,13.866,6.5102,297.94
103.4,20,13.907,6.5179,298.56
103.6,20,13.948,6.523,298.54
103.8,20,13.99,6.523,298.48
104.0,20,14.032,6.5177,298.4
104.2,20,14.074,6.5076,298.36
104.4,20,14.117,6.4996,298.32
104.6,20,14.16,6.4906,298.29
104.8,20,14.203,6.4856,298.25
105.0,20,14.245,6.4856,298.21
105.2,20,14.286,6.4858,298.17
105.4,20,14.327,6.4912,298.13
105.6,20,14.368,6.4954,298.11
105.8,20,14.409,6.4987,298.07
106.0,20,14.45,6.5029,298.03
106.2,20,14.491,6.5082,298.02
106.4,20,14.532,6.5129,298.0
106.6,20,14.574,6.5169,297.98
106.8,20,14.615,6.518,297.94
107.0,20,14.658,6.5169,298.56
107.2,20,14.7,6.5137,298.57
107.4,20,14.743,6.5064,298.51
107.6,20,14.785,6.5006,298.44
107.8,20,14.827,6.4957,298.4
108.0,20,14.869,6.4913,298.36
108.2,20,14.91,6.49,298.31
108.4,20,14.952,6.4897,298.25
108.6,20,14.994,6.4928,298.2
108.8,20,15.036,6.4967,298.15
109.0,20,15.078,6.4993,298.11
109.2,20,15.121,6.5003,298.07
109.4,20,15.163,6.501,298.03
109.6,20,15.205,6.5012,298.01
109.8,20,15.247,6.5039,298.0
110.0,20,15.289,6.5051,297.99
110.2,20,15.332,6.5056,297.98
110.4,20,15.375,6.5042,297.98
110.6,20,15.418,6.5015,297.98
110.8,20,15.461,6.4986,297.98
111.0,20,15.504,6.4989,297.98
111.2,20,15.547,6.4972,297.97
111.4,20,15.59,6.4956,297.96
111.6,20,15.633,6.4974,297.95
111.8,20,15.676,6.501,297.95
112.0,20,15.72,6.5033,298.51
112.2,20,15.763,6.5034,298.54
112.4,20,15.808,6.5042,298.52
112.6,20,15.852,6.5007,298.48
112.8,20,15.895,6.498,298.45
113.0,20,15.939,6.4975,298.4
113.2,20,15.983,6.4973,298.34
113.4,20,16.026,6.4967,298.27
113.6,20,16.07,6.4986,298.21
113.8,20,16.113,6.5025,298.14
114.0,20,16.155,6.5057,298.06
114.2,20,16.198,6.5078,298.0
114.4,20,16.239,6.5115,297.95
114.6,20,16.281,6.5139,297.91
114.8,20,16.323,6.5156,298.46
115.0,20,16.365,6.5168,298.44
115.2,20,16.406,6.5148,298.38
115.4,20,16.447,6.5114,298.32
115.6,20,16.488,6.505,298.27
115.8,20,16.529,6.4993,298.22
116.0,20,16.571,6.4937,298.18
116.2,20,16.612,6.4901,298.12
116.4,20,16.654,6.4913,298.06
116.6,20,16.695,6.4935,298.02
116.8,20,16.736,6.4959,297.97
117.0,20,16.777,6.4997,297.94
117.2,20,16.817,6.5022,298.39
117.4,20,16.857,6.5043,298.38
117.6,20,16.896,6.5071,298.32
117.8,20,16.935,6.5058,298.25
118.0,20,16.974,6.5032,298.18
118.2,20,17.013,6.5005,298.12
118.4,20,17.051,6.4967,298.06
118.6,20,17.089,6.4923,297.99
118.8,20,17.127,6.49,297.94
119.0,20,17.165,6.4902,298.28
119.2,20,17.203,6.4921,298.25
119.4,20,17.24,6.4956,298.19
119.6,20,17.277,6.501,298.13
119.8,20,17.314,6.505,298.07
120.0,20,17.351,6.5081,298.02
120.2,20,17.388,6.5104,297.97
120.4,20,17.425,6.5143,297.93
120.6,20,17.462,6.5164,298.15
120.8,20,17.498,6.5137,298.12
121.0,20,17.535,6.509,298.08
121.2,20,17.571,6.5024,298.04
121.4,20,17.608,6.4944,298.01
121.6,20,17.644,6.4903,297.98
121.8,20,17.68,6.4902,297.95
122.0,20,17.716,6.4932,297.93
122.2,20,17.75,6.4989,298.06
122.4,20,17.785,6.5041,298.04
122.6,20,17.819,6.5109,298.01
122.8,20,17.852,6.5158,297.98
123.0,20,17.885,6.5168,297.96
123.2,20,17.919,6.5152,297.94
123.4,20,17.952,6.5083,298.01
123.6,20,17.984,6.5005,298.0
123.8,20,18.016,6.4941,297.97
124.0,20,18.049,6.4883,297.95
124.2,20,18.081,6.4878,297.94
124.4,20,18.112,6.4928,297.97
124.6,20,18.144,6.4996,297.95
124.8,20,18.174,6.5077,297.93
125.0,20,18.205,6.5126,297.96
125.2,20,18.236,6.5126,297.94
125.4,20,18.267,6.5107,298.0
125.6,20,18.299,6.5045,297.98
125.8,20,18.331,6.4976,297.97
126.0,20,18.363,6.4926,297.95
126.2,20,18.396,6.49,297.94
126.4,20,18.428,6.4903,297.96
126.6,20,18.459,6.4936,297.94
126.8,20,18.491,6.5002,297.98
127.0,20,18.522,6.5046,297.97
127.2,20,18.554,6.5088,297.95
127.4,20,18.586,6.5115,297.98
127.6,20,18.618,6.5115,297.97
127.8,20,18.652,6.5068,297.96
128.0,20,18.684,6.5031,297.95
128.2,20,18.716,6.4988,297.96
128.4,20,18.748,6.497,297.95
128.6,20,18.78,6.495,297.94
128.8,20,18.812,6.4933,297.96
129.0,20,18.843,6.4946,297.94
129.2,20,18.875,6.4973,297.98
129.4,20,18.906,6.5014,297.97
129.6,20,18.937,6.5057,297.95
129.8,20,18.969,6.5092,297.97
130.0,20,19.0,6.5099,297.96
130.2,20,19.032,6.5376,297.95
130.4,20,19.066,6.5542,297.97
130.6,20,19.101,6.5471,297.97
130.8,20,19.138,6.5221,297.97
131.0,20,19.174,6.4928,297.98
131.2,20,19.211,6.4682,297.98
131.4,20,19.248,6.4569,297.98
131.6,20,19.284,6.462,297.98
131.8,20,19.32,6.4814,297.98
132.0,20,19.356,6.5064,297.98
132.2,20,19.393,6.5017,297.98
132.4,20,19.429,6.4973,297.98
132.6,20,19.465,6.4951,297.98
132.8,20,19.499,6.4942,297.97
133.0,20,19.535,6.4949,297.97
133.2,20,19.57,6.4965,297.97
133.4,20,19.604,6.4973,297.96
133.6,20,19.638,6.5001,297.96
133.8,20,19.672,6.5034,297.95
134.0,20,19.706,6.5075,297.95
134.2,20,19.74,6.511,297.97
134.4,20,19.775,6.5118,297.97
134.6,20,19.811,6.5074,297.97
134.8,20,19.847,6.5013,297.97
135.0,20,19.882,6.4963,297.97
135.2,20,19.916,6.495,297.96
135.4,20,19.95,6.4962,297.96
135.6,20,19.983,6.5001,297.95
135.8,20,20.016,6.5042,297.97
136.0,20,20.049,6.508,297.96
136.2,20,20.082,6.5082,297.95
136.4,20,20.114,6.5057,297.96
136.6,20,20.144,6.5025,297.95
136.8,20,20.175,6.4995,297.98
137.0,20,20.206,6.4984,297.96
137.2,20,20.236,6.496,297.94
137.4,20,20.267,6.4917,297.96
137.6,20,20.297,6.4899,297.94
137.8,20,20.328,6.4902,297.99
138.0,20,20.358,6.4931,297.96
138.2,20,20.387,6.4996,297.93
138.4,20,20.416,6.5073,297.95
138.6,20,20.444,6.5133,297.92
138.8,20,20.473,6.5157,297.98
139.0,20,20.501,6.5155,297.94
139.2,20,20.528,6.5124,298.04
139.4,20,20.556,6.5061,297.99
139.6,20,20.584,6.5004,297.94
139.8,20,20.612,6.496,297.99
140.0,20,20.639,6.4919,297.94
140.2,20,20.667,6.492,298.04
140.4,20,20.695,6.4939,297.99
140.6,20,20.723,6.4965,297.94
140.8,20,20.751,6.5002,297.98
141.0,20,20.779,6.5051,297.94
141.2,20,20.807,6.5084,298.03
141.4,20,20.838,6.5096,297.99
141.6,20,20.868,6.5097,297.94
141.8,20,20.899,6.5073,297.99
142.0,20,20.929,6.5018,297.96
142.2,20,20.959,6.497,297.93
142.4,20,20.988,6.4938,297.95
142.6,20,21.017,6.4923,297.92
142.8,20,21.044,6.4978,297.98
143.0,20,21.072,6.5045,297.94
143.2,20,21.1,6.5088,298.05
143.4,20,21.128,6.5085,297.99
143.6,20,21.155,6.5065,297.93
143.8,20,21.183,6.5025,297.98
144.0,20,21.21,6.4976,297.93
144.2,20,21.237,6.4951,298.04
144.4,20,21.263,6.4953,297.97
144.6,20,21.289,6.4968,297.91
144.8,20,21.314,6.4977,297.95
145.0,20,21.339,6.4981,297.9
145.2,20,21.363,6.4988,298.0
145.4,20,21.388,6.4969,297.93
145.6,20,21.413,6.4964,298.09
145.8,20,21.439,6.4975,298.0
146.0,20,21.466,6.4969,297.92
146.2,20,21.492,6.4972,297.98
146.4,20,21.519,6.4947,297.92
146.6,20,21.545,6.4937,298.06
146.8,20,21.572,6.4928,297.98
147.0,20,21.598,6.493,297.91
147.2,20,21.624,6.4976,297.97
147.4,20,21.65,6.5022,297.9
147.6,20,21.676,6.5097,298.04
147.8,20,21.701,6.5158,297.95
148.0,20,21.728,6.5208,297.89
148.2,20,21.753,6.5208,297.94
148.4,20,21.78,6.5158,297.9
148.6,20,21.805,6.5068,297.97
148.8,20,21.831,6.4959,297.92
149.0,20,21.857,6.4883,298.04
149.2,20,21.881,6.4856,297.95
149.4,20,21.904,6.4871,297.88
149.6,20,21.926,6.4904,297.92
149.8,20,21.948,6.4975,297.86
150.0,20,21.969,6.506,297.93
150.2,20,21.995,6.5387,297.9
150.4,20,22.022,6.5638,297.98
150.6,20,22.052,6.5643,297.94
150.8,20,22.082,6.5515,298.08
151.0,20,22.113,6.5327,298.01
151.2,20,22.145,6.5097,297.96
151.4,20,22.178,6.4878,297.93
151.6,20,22.211,6.47,297.98
151.8,20,22.245,6.4605,297.95
152.0,20,22.28,6.4601,297.93
152.2,20,22.315,6.4443,297.97
152.4,20,22.348,6.4449,297.94
152.6,20,22.379,6.4572,298.02
152.8,20,22.408,6.4768,297.96
153.0,20,22.435,6.4984,297.91
153.2,20,22.463,6.5211,297.93
153.4,20,22.49,6.5396,297.89
153.6,20,22.518,6.5543,297.96
153.8,20,22.549,6.5413,297.92
154.0,20,22.582,6.5163,298.05
154.2,20,22.615,6.4868,297.98
154.4,20,22.648,6.4623,297.93
154.6,20,22.681,6.449,298.0
154.8,20,22.712,6.4503,297.94
155.0,20,22.743,6.4641,298.08
155.2,20,22.773,6.485,297.99
155.4,20,22.803,6.5064,297.92
155.6,20,22.833,6.5267,297.97
155.8,20,22.862,6.5412,297.92
156.0,20,22.892,6.5497,298.05
156.2,20,22.923,6.5428,297.97
156.4,20,22.956,6.5242,297.91
156.6,20,22.988,6.5003,297.97
156.8,20,23.021,6.477,297.93
157.0,20,23.054,6.4615,298.07
157.2,20,23.087,6.4577,297.99
157.4,20,23.119,6.4608,297.93
157.6,20,23.15,6.4675,297.99
157.8,20,23.182,6.48,297.93
158.0,20,23.213,6.4973,298.08
158.2,20,23.246,6.5154,297.99
158.4,20,23.279,6.5279,297.93
158.6,20,23.312,6.5342,298.0
158.8,20,23.348,6.5309,297.95
159.0,20,23.384,6.5206,298.1
159.2,20,23.421,6.5084,298.03
159.4,20,23.459,6.491,297.98
159.6,20,23.496,6.4759,297.93
159.8,20,23.533,6.4704,297.99
160.0,20,23.571,6.4673,297.95
160.2,20,23.577,6.4683,297.87
160.4,20,23.582,6.4779,297.92
160.6,20,23.589,6.4914,297.85
160.8,20,23.593,6.5053,297.94
161.0,20,23.599,6.5147,297.87
161.2,20,23.605,6.5248,297.97
161.4,20,23.61,6.5321,297.88
161.6,20,23.617,6.5308,298.07
161.8,20,23.625,6.5253,297.94
162.0,20,23.633,6.5128,298.26
162.2,20,23.641,6.5004,298.07
162.4,20,23.65,6.4927,297.92
162.6,20,23.657,6.4868,298.04
162.8,20,23.665,6.4849,297.92
163.0,20,23.671,6.4875,298.17
163.2,20,23.679,6.493,298.0
163.4,20,23.685,6.5012,297.88
163.6,20,23.691,6.5095,297.96
163.8,20,23.696,6.5174,297.86
164.0,20,23.703,6.523,298.06
164.2,20,23.709,6.5219,297.93
164.4,20,23.717,6.5183,298.27
164.6,20,23.724,6.5085,298.07
164.8,20,23.733,6.4996,297.9
165.0,20,23.742,6.4907,298.04
165.2,20,23.75,6.4888,297.9
165.4,20,23.758,6.4907,298.19
165.6,20,23.766,6.4962,298.01
165.8,20,23.775,6.5039,297.87
166.0,20,23.784,6.511,297.97
166.2,20,23.794,6.5151,297.86
166.4,20,23.803,6.5168,298.1
166.6,20,23.814,6.5146,297.96
166.8,20,23.824,6.5089,297.84
167.0,20,23.835,6.5007,297.94
167.2,20,23.846,6.4953,297.86
167.4,20,23.858,6.4925,297.97
167.6,20,23.868,6.4927,297.88
167.8,20,23.879,6.4947,298.08
168.0,20,23.889,6.4979,297.95
168.2,20,23.901,6.5032,298.26
168.4,20,23.913,6.505,298.08
168.6,20,23.926,6.5045,297.93
168.8,20,23.94,6.5006,298.04
169.0,20,23.954,6.4971,297.93
169.2,20,23.968,6.4958,298.15
169.4,20,23.982,6.4962,298.02
169.6,20,23.996,6.4963,297.9
169.8,20,24.01,6.4989,297.98
170.0,20,24.024,6.5033,297.88
170.2,20,24.052,6.5335,298.08
170.4,20,24.082,6.5545,297.97
170.6,20,24.116,6.5489,297.88
170.8,20,24.152,6.529,297.98
171.0,20,24.188,6.5008,297.91
171.2,20,24.224,6.4749,298.11
171.4,20,24.259,6.4591,298.0
171.6,20,24.293,6.4573,297.91
171.8,20,24.326,6.4685,298.0
172.0,20,24.359,6.4889,297.91
172.2,20,24.392,6.486,298.12
172.4,20,24.424,6.4861,298.0
172.6,20,24.456,6.4943,297.9
172.8,20,24.488,6.5022,297.99
173.0,20,24.52,6.5085,297.9
173.2,20,24.553,6.51,298.11
173.4,20,24.586,6.5098,297.99
173.6,20,24.619,6.5085,297.89
173.8,20,24.652,6.5043,297.98
174.0,20,24.685,6.5006,297.9
174.2,20,24.717,6.4983,298.11
174.4,20,24.749,6.4992,297.98
174.6,20,24.782,6.5009,297.89
174.8,20,24.814,6.5048,297.97
175.0,20,24.846,6.5066,297.89
175.2,20,24.878,6.508,298.09
175.4,20,24.91,6.5089,297.98
175.6,20,24.941,6.5063,297.88
175.8,20,24.973,6.5002,297.97
176.0,20,25.005,6.494,297.9
176.2,20,25.036,6.4892,298.1
176.4,20,25.067,6.4888,297.98
176.6,20,25.098,6.4901,297.89
176.8,20,25.128,6.496,297.98
177.0,20,25.159,6.5023,297.9
177.2,20,25.189,6.5081,298.1
177.4,20,25.219,6.5123,297.98
177.6,20,25.249,6.5134,297.88
177.8,20,25.278,6.5105,297.97
178.0,20,25.308,6.5035,297.89
178.2,20,25.338,6.4961,298.09
178.4,20,25.368,6.489,297.97
178.6,20,25.397,6.4868,297.87
178.8,20,25.426,6.4897,297.96
179.0,20,25.453,6.4956,297.87
179.2,20,25.481,6.4997,298.07
179.4,20,25.509,6.5044,297.94
179.6,20,25.537,6.5089,298.29
179.8,20,25.565,6.5116,298.08
180.0,20,25.593,6.5089,297.93
180.2,20,25.621,6.5057,298.06
180.4,20,25.65,6.5013,297.95
180.6,20,25.679,6.4983,298.23
180.8,20,25.707,6.4975,298.06
181.0,20,25.737,6.4978,297.93
181.2,20,25.766,6.4995,298.04
181.4,20,25.795,6.499,297.94
181.6,20,25.823,6.4992,298.18
181.8,20,25.851,6.502,298.03
182.0,20,25.88,6.5038,297.92
182.2,20,25.909,6.5036,298.01
182.4,20,25.938,6.5037,297.92
182.6,20,25.967,6.503,298.13
182.8,20,25.997,6.5024,298.0
183.0,20,26.026,6.5017,297.9
183.2,20,26.055,6.4995,297.99
183.4,20,26.084,6.4953,297.91
183.6,20,26.112,6.493,298.09
183.8,20,26.141,6.493,297.98
184.0,20,26.169,6.4955,297.89
184.2,20,26.196,6.5005,297.97
184.4,20,26.223,6.5056,297.89
184.6,20,26.251,6.5094,298.06
184.8,20,26.278,6.5118,297.95
185.0,20,26.305,6.509,297.87
185.2,20,26.333,6.5049,297.94
185.4,20,26.361,6.5017,297.89
185.6,20,26.39,6.4972,297.98
185.8,20,26.418,6.493,297.92
186.0,20,26.446,6.4927,298.07
186.2,20,26.473,6.4931,297.98
186.4,20,26.5,6.4944,297.9
186.6,20,26.525,6.5015,297.96
186.8,20,26.551,6.5092,297.89
187.0,20,26.577,6.5163,298.03
187.2,20,26.602,6.52,297.94
187.4,20,26.628,6.52,298.16
187.6,20,26.654,6.5141,298.05
187.8,20,26.681,6.5059,297.94
188.0,20,26.708,6.4969,298.04
188.2,20,26.735,6.4913,297.95
188.4,20,26.761,6.4898,297.88
188.6,20,26.786,6.4905,297.93
188.8,20,26.811,6.4917,297.87
189.0,20,26.834,6.4949,297.95
189.2,20,26.858,6.4991,297.89
189.4,20,26.881,6.5058,297.97
189.6,20,26.904,6.509,297.9
189.8,20,26.928,6.5097,298.04
190.0,20,26.953,6.5077,297.95
190.2,20,26.978,6.5325,297.88
190.4,20,27.005,6.5466,297.94
190.6,20,27.034,6.5445,297.9
190.8,20,27.064,6.528,297.98
191.0,20,27.093,6.503,297.93
191.2,20,27.122,6.4794,298.08
191.4,20,27.151,6.4663,297.99
191.6,20,27.178,6.4674,297.92
191.8,20,27.205,6.4802,297.98
192.0,20,27.232,6.4994,297.91
192.2,20,27.259,6.4931,298.07
192.4,20,27.286,6.4908,297.97
192.6,20,27.312,6.4911,297.9
192.8,20,27.338,6.4912,297.96
193.0,20,27.363,6.4939,297.9
193.2,20,27.388,6.4987,298.06
193.4,20,27.414,6.5025,297.97
193.6,20,27.439,6.5074,297.89
193.8,20,27.464,6.5111,297.96
194.0,20,27.489,6.5094,297.89
194.2,20,27.515,6.5046,298.07
194.4,20,27.541,6.5001,297.97
194.6,20,27.567,6.4975,297.88
194.8,20,27.594,6.4947,297.97
195.0,20,27.619,6.4936,297.89
195.2,20,27.645,6.4949,298.09
195.4,20,27.67,6.4977,297.97
195.6,20,27.695,6.5022,297.88
195.8,20,27.72,6.505,297.97
196.0,20,27.745,6.5094,297.89
196.2,20,27.77,6.5099,298.1
196.4,20,27.795,6.5099,297.96
196.6,20,27.82,6.5075,297.87
196.8,20,27.845,6.5034,297.95
197.0,20,27.871,6.4982,297.87
197.2,20,27.896,6.4959,298.08
197.4,20,27.92,6.4964,297.94
197.6,20,27.945,6.5002,298.33
197.8,20,27.969,6.5027,298.09
198.0,20,27.994,6.5038,297.92
198.2,20,28.019,6.5052,298.06
198.4,20,28.043,6.5056,297.93
198.6,20,28.067,6.5044,298.26
198.8,20,28.091,6.503,298.04
199.0,20,28.116,6.4988,297.89
